date,index_name,vessel_class,index_value
2021-02-03,BHSI,Handysize,643.38
2021-02-03,BPI,Panamax,1368.11
2021-02-03,BSI,Supramax,1230.35
2021-02-04,BCI,Capesize,2044.91
2021-02-04,BHSI,Handysize,726.6
2021-02-04,BPI,Panamax,1608.97
2021-02-04,BSI,Supramax,1322.31
2021-02-05,BCI,Capesize,2331.48
2021-02-05,BHSI,Handysize,771.84
2021-02-05,BPI,Panamax,1557.4
2021-02-05,BSI,Supramax,1255.11
2021-02-08,BCI,Capesize,2477.06
2021-02-08,BHSI,Handysize,763.53
2021-02-08,BPI,Panamax,1547.66
2021-02-08,BSI,Supramax,1206.72
2021-02-09,BCI,Capesize,2403.2
2021-02-09,BHSI,Handysize,708.78
2021-02-09,BPI,Panamax,1565.45
2021-02-09,BSI,Supramax,1181.07
2021-02-10,BCI,Capesize,2193.94
2021-02-10,BHSI,Handysize,696.72
2021-02-10,BPI,Panamax,1619.06
2021-02-10,BSI,Supramax,1201.18
2021-02-11,BCI,Capesize,2424.21
2021-02-11,BHSI,Handysize,702.92
2021-02-11,BPI,Panamax,1556.68
2021-02-11,BSI,Supramax,1332.24
2021-02-12,BCI,Capesize,2263.43
2021-02-12,BHSI,Handysize,768.43
2021-02-12,BPI,Panamax,1653.38
2021-02-12,BSI,Supramax,1210.29
2021-02-15,BCI,Capesize,2274.04
2021-02-15,BHSI,Handysize,772.76
2021-02-15,BPI,Panamax,1630.02
2021-02-15,BSI,Supramax,1264.73
2021-02-16,BCI,Capesize,2233.9
2021-02-16,BHSI,Handysize,720.71
2021-02-16,BPI,Panamax,1573.36
2021-02-16,BSI,Supramax,1229.29
2021-02-17,BCI,Capesize,2282.47
2021-02-17,BHSI,Handysize,721.19
2021-02-17,BPI,Panamax,1790.02
2021-02-17,BSI,Supramax,1350.61
2021-02-18,BCI,Capesize,2286.08
2021-02-18,BHSI,Handysize,723.02
2021-02-18,BPI,Panamax,1675.63
2021-02-18,BSI,Supramax,1423.55
2021-02-19,BCI,Capesize,2347.84
2021-02-19,BHSI,Handysize,691.49
2021-02-19,BPI,Panamax,1636.77
2021-02-19,BSI,Supramax,1301.57
2021-02-22,BCI,Capesize,2367.4
2021-02-22,BHSI,Handysize,806.94
2021-02-22,BPI,Panamax,1483.95
2021-02-22,BSI,Supramax,1285.26
2021-02-23,BCI,Capesize,2306.61
2021-02-23,BHSI,Handysize,698.2
2021-02-23,BPI,Panamax,1458.05
2021-02-23,BSI,Supramax,1261.07
2021-02-24,BCI,Capesize,2273.9
2021-02-24,BHSI,Handysize,725.67
2021-02-24,BPI,Panamax,1540.34
2021-02-24,BSI,Supramax,1029.45
2021-02-25,BCI,Capesize,2387.64
2021-02-25,BHSI,Handysize,676.48
2021-02-25,BPI,Panamax,1394.53
2021-02-25,BSI,Supramax,1268.58
2021-02-26,BCI,Capesize,2409.65
2021-02-26,BHSI,Handysize,907.11
2021-02-26,BPI,Panamax,1500.01
2021-02-26,BSI,Supramax,1094.45
2021-03-01,BCI,Capesize,2054.32
2021-03-01,BHSI,Handysize,714.36
2021-03-01,BPI,Panamax,1558.83
2021-03-01,BSI,Supramax,1266.99
2021-03-02,BCI,Capesize,1939.51
2021-03-02,BHSI,Handysize,755.22
2021-03-02,BPI,Panamax,1711.6
2021-03-02,BSI,Supramax,1200.19
2021-03-03,BCI,Capesize,2414.22
2021-03-03,BHSI,Handysize,895.76
2021-03-03,BPI,Panamax,1622.5
2021-03-03,BSI,Supramax,1217.43
2021-03-04,BCI,Capesize,2108.1
2021-03-04,BHSI,Handysize,680.18
2021-03-04,BPI,Panamax,1467.6
2021-03-04,BSI,Supramax,1224.04
2021-03-05,BCI,Capesize,2287.81
2021-03-05,BHSI,Handysize,738.66
2021-03-05,BPI,Panamax,1573.05
2021-03-05,BSI,Supramax,1342.12
2021-03-08,BCI,Capesize,2139.8
2021-03-08,BHSI,Handysize,698.26
2021-03-08,BPI,Panamax,1500.73
2021-03-08,BSI,Supramax,1228.75
2021-03-09,BCI,Capesize,2062.28
2021-03-09,BHSI,Handysize,805.74
2021-03-09,BPI,Panamax,1545.37
2021-03-09,BSI,Supramax,1419.22
2021-03-10,BCI,Capesize,2396.85
2021-03-10,BHSI,Handysize,726.65
2021-03-10,BPI,Panamax,1547.26
2021-03-10,BSI,Supramax,1298.83
2021-03-11,BCI,Capesize,2379.19
2021-03-11,BHSI,Handysize,692.81
2021-03-11,BPI,Panamax,1510.6
2021-03-11,BSI,Supramax,1145.06
2021-03-12,BCI,Capesize,2212.18
2021-03-12,BHSI,Handysize,818.16
2021-03-12,BPI,Panamax,1453.52
2021-03-12,BSI,Supramax,1241.81
2021-03-15,BCI,Capesize,1966.0
2021-03-15,BHSI,Handysize,774.06
2021-03-15,BPI,Panamax,1578.17
2021-03-15,BSI,Supramax,1221.82
2021-03-16,BCI,Capesize,2254.6
2021-03-16,BHSI,Handysize,701.2
2021-03-16,BPI,Panamax,1540.74
2021-03-16,BSI,Supramax,1107.37
2021-03-17,BCI,Capesize,2419.07
2021-03-17,BHSI,Handysize,716.61
2021-03-17,BPI,Panamax,1348.89
2021-03-17,BSI,Supramax,1409.68
2021-03-18,BCI,Capesize,2157.32
2021-03-18,BHSI,Handysize,773.59
2021-03-18,BPI,Panamax,1797.44
2021-03-18,BSI,Supramax,1342.54
2021-03-19,BCI,Capesize,2408.55
2021-03-19,BHSI,Handysize,760.15
2021-03-19,BPI,Panamax,1722.6
2021-03-19,BSI,Supramax,1339.72
2021-03-22,BCI,Capesize,2410.45
2021-03-22,BHSI,Handysize,807.8
2021-03-22,BPI,Panamax,1609.92
2021-03-22,BSI,Supramax,1328.08
2021-03-23,BCI,Capesize,2475.38
2021-03-23,BHSI,Handysize,732.03
2021-03-23,BPI,Panamax,1633.73
2021-03-23,BSI,Supramax,1202.21
2021-03-24,BCI,Capesize,2433.13
2021-03-24,BHSI,Handysize,800.51
2021-03-24,BPI,Panamax,1540.83
2021-03-24,BSI,Supramax,1281.45
2021-03-25,BCI,Capesize,2330.31
2021-03-25,BHSI,Handysize,684.35
2021-03-25,BPI,Panamax,1831.15
2021-03-25,BSI,Supramax,1407.72
2021-03-26,BCI,Capesize,2601.86
2021-03-26,BHSI,Handysize,767.77
2021-03-26,BPI,Panamax,1828.61
2021-03-26,BSI,Supramax,1248.5
2021-03-29,BCI,Capesize,2376.56
2021-03-29,BHSI,Handysize,735.51
2021-03-29,BPI,Panamax,1649.12
2021-03-29,BSI,Supramax,1118.41
2021-03-30,BCI,Capesize,2334.12
2021-03-30,BHSI,Handysize,723.26
2021-03-30,BPI,Panamax,1688.06
2021-03-30,BSI,Supramax,1258.68
2021-03-31,BCI,Capesize,2196.84
2021-03-31,BHSI,Handysize,735.75
2021-03-31,BPI,Panamax,1605.01
2021-03-31,BSI,Supramax,1259.49
2021-04-01,BCI,Capesize,2299.3
2021-04-01,BHSI,Handysize,802.49
2021-04-01,BPI,Panamax,1490.71
2021-04-01,BSI,Supramax,1298.43
2021-04-02,BCI,Capesize,2268.4
2021-04-02,BHSI,Handysize,709.26
2021-04-02,BPI,Panamax,1593.82
2021-04-02,BSI,Supramax,1359.46
2021-04-05,BCI,Capesize,2336.46
2021-04-05,BHSI,Handysize,652.58
2021-04-05,BPI,Panamax,1622.44
2021-04-05,BSI,Supramax,1335.71
2021-04-06,BCI,Capesize,2644.74
2021-04-06,BHSI,Handysize,718.61
2021-04-06,BPI,Panamax,1598.22
2021-04-06,BSI,Supramax,1331.1
2021-04-07,BCI,Capesize,2229.35
2021-04-07,BHSI,Handysize,816.57
2021-04-07,BPI,Panamax,1629.93
2021-04-07,BSI,Supramax,1410.1
2021-04-08,BCI,Capesize,2209.21
2021-04-08,BHSI,Handysize,700.94
2021-04-08,BPI,Panamax,1650.18
2021-04-08,BSI,Supramax,1213.84
2021-04-09,BCI,Capesize,2687.59
2021-04-09,BHSI,Handysize,764.18
2021-04-09,BPI,Panamax,1681.03
2021-04-09,BSI,Supramax,1390.53
2021-04-12,BCI,Capesize,2472.83
2021-04-12,BHSI,Handysize,834.29
2021-04-12,BPI,Panamax,1706.14
2021-04-12,BSI,Supramax,1410.65
2021-04-13,BCI,Capesize,2366.29
2021-04-13,BHSI,Handysize,780.33
2021-04-13,BPI,Panamax,1578.86
2021-04-13,BSI,Supramax,1248.1
2021-04-14,BCI,Capesize,2654.19
2021-04-14,BHSI,Handysize,849.39
2021-04-14,BPI,Panamax,1641.03
2021-04-14,BSI,Supramax,1254.4
2021-04-15,BCI,Capesize,2314.6
2021-04-15,BHSI,Handysize,671.92
2021-04-15,BPI,Panamax,1519.72
2021-04-15,BSI,Supramax,1252.66
2021-04-16,BCI,Capesize,2668.28
2021-04-16,BHSI,Handysize,753.28
2021-04-16,BPI,Panamax,1731.83
2021-04-16,BSI,Supramax,1266.08
2021-04-19,BCI,Capesize,2527.18
2021-04-19,BHSI,Handysize,834.24
2021-04-19,BPI,Panamax,1466.85
2021-04-19,BSI,Supramax,1382.7
2021-04-20,BCI,Capesize,2343.39
2021-04-20,BHSI,Handysize,716.75
2021-04-20,BPI,Panamax,1746.93
2021-04-20,BSI,Supramax,1269.07
2021-04-21,BCI,Capesize,2669.52
2021-04-21,BHSI,Handysize,799.82
2021-04-21,BPI,Panamax,1739.43
2021-04-21,BSI,Supramax,1227.25
2021-04-22,BCI,Capesize,2223.28
2021-04-22,BHSI,Handysize,723.56
2021-04-22,BPI,Panamax,1549.23
2021-04-22,BSI,Supramax,1213.77
2021-04-23,BCI,Capesize,2357.54
2021-04-23,BHSI,Handysize,736.2
2021-04-23,BPI,Panamax,1307.11
2021-04-23,BSI,Supramax,1314.36
2021-04-26,BCI,Capesize,2381.49
2021-04-26,BHSI,Handysize,801.21
2021-04-26,BPI,Panamax,1564.0
2021-04-26,BSI,Supramax,1277.45
2021-04-27,BCI,Capesize,2540.41
2021-04-27,BHSI,Handysize,769.62
2021-04-27,BPI,Panamax,1602.64
2021-04-27,BSI,Supramax,1272.97
2021-04-28,BCI,Capesize,2557.47
2021-04-28,BHSI,Handysize,717.47
2021-04-28,BPI,Panamax,1505.0
2021-04-28,BSI,Supramax,1267.81
2021-04-29,BCI,Capesize,2326.86
2021-04-29,BHSI,Handysize,764.07
2021-04-29,BPI,Panamax,1538.95
2021-04-29,BSI,Supramax,1364.13
2021-04-30,BCI,Capesize,2197.85
2021-04-30,BHSI,Handysize,702.88
2021-04-30,BPI,Panamax,1710.74
2021-04-30,BSI,Supramax,1200.82
2021-05-03,BCI,Capesize,2450.48
2021-05-03,BHSI,Handysize,771.58
2021-05-03,BPI,Panamax,1685.9
2021-05-03,BSI,Supramax,1399.96
2021-05-04,BCI,Capesize,2306.23
2021-05-04,BHSI,Handysize,707.78
2021-05-04,BPI,Panamax,1552.45
2021-05-04,BSI,Supramax,1325.12
2021-05-05,BCI,Capesize,2654.91
2021-05-05,BHSI,Handysize,756.4
2021-05-05,BPI,Panamax,1473.77
2021-05-05,BSI,Supramax,1282.25
2021-05-06,BCI,Capesize,2361.7
2021-05-06,BHSI,Handysize,798.83
2021-05-06,BPI,Panamax,1568.49
2021-05-06,BSI,Supramax,1465.52
2021-05-07,BCI,Capesize,2308.35
2021-05-07,BHSI,Handysize,737.3
2021-05-07,BPI,Panamax,1589.52
2021-05-07,BSI,Supramax,1207.82
2021-05-10,BCI,Capesize,2433.41
2021-05-10,BHSI,Handysize,815.43
2021-05-10,BPI,Panamax,1684.08
2021-05-10,BSI,Supramax,1286.16
2021-05-11,BCI,Capesize,2211.23
2021-05-11,BHSI,Handysize,902.94
2021-05-11,BPI,Panamax,1586.21
2021-05-11,BSI,Supramax,1216.1
2021-05-12,BCI,Capesize,2224.75
2021-05-12,BHSI,Handysize,749.89
2021-05-12,BPI,Panamax,1655.24
2021-05-12,BSI,Supramax,1359.03
2021-05-13,BCI,Capesize,2505.4
2021-05-13,BHSI,Handysize,771.3
2021-05-13,BPI,Panamax,1938.27
2021-05-13,BSI,Supramax,1401.71
2021-05-14,BCI,Capesize,2215.53
2021-05-14,BHSI,Handysize,755.53
2021-05-14,BPI,Panamax,1648.21
2021-05-14,BSI,Supramax,1384.26
2021-05-17,BCI,Capesize,2148.32
2021-05-17,BHSI,Handysize,740.17
2021-05-17,BPI,Panamax,1562.15
2021-05-17,BSI,Supramax,1344.0
2021-05-18,BCI,Capesize,2372.95
2021-05-18,BHSI,Handysize,766.45
2021-05-18,BPI,Panamax,1551.8
2021-05-18,BSI,Supramax,1238.93
2021-05-19,BCI,Capesize,2432.88
2021-05-19,BHSI,Handysize,709.89
2021-05-19,BPI,Panamax,1516.22
2021-05-19,BSI,Supramax,1209.77
2021-05-20,BCI,Capesize,2379.5
2021-05-20,BHSI,Handysize,695.09
2021-05-20,BPI,Panamax,1662.18
2021-05-20,BSI,Supramax,1118.21
2021-05-21,BCI,Capesize,2383.56
2021-05-21,BHSI,Handysize,645.06
2021-05-21,BPI,Panamax,1477.06
2021-05-21,BSI,Supramax,1377.61
2021-05-24,BCI,Capesize,2130.47
2021-05-24,BHSI,Handysize,695.88
2021-05-24,BPI,Panamax,1532.38
2021-05-24,BSI,Supramax,1255.91
2021-05-25,BCI,Capesize,2068.76
2021-05-25,BHSI,Handysize,761.96
2021-05-25,BPI,Panamax,1553.01
2021-05-25,BSI,Supramax,1200.64
2021-05-26,BCI,Capesize,2442.79
2021-05-26,BHSI,Handysize,667.8
2021-05-26,BPI,Panamax,1480.52
2021-05-26,BSI,Supramax,1318.25
2021-05-27,BCI,Capesize,2172.46
2021-05-27,BHSI,Handysize,716.38
2021-05-27,BPI,Panamax,1392.45
2021-05-27,BSI,Supramax,1137.65
2021-05-28,BCI,Capesize,2192.17
2021-05-28,BHSI,Handysize,702.85
2021-05-28,BPI,Panamax,1551.15
2021-05-28,BSI,Supramax,1246.25
2021-05-31,BCI,Capesize,2469.38
2021-05-31,BHSI,Handysize,698.53
2021-05-31,BPI,Panamax,1552.39
2021-05-31,BSI,Supramax,1232.81
2021-06-01,BCI,Capesize,2406.57
2021-06-01,BHSI,Handysize,657.63
2021-06-01,BPI,Panamax,1631.91
2021-06-01,BSI,Supramax,1317.88
2021-06-02,BCI,Capesize,2410.4
2021-06-02,BHSI,Handysize,808.11
2021-06-02,BPI,Panamax,1550.26
2021-06-02,BSI,Supramax,1274.77
2021-06-03,BCI,Capesize,2655.24
2021-06-03,BHSI,Handysize,771.85
2021-06-03,BPI,Panamax,1711.64
2021-06-03,BSI,Supramax,1173.67
2021-06-04,BCI,Capesize,2226.04
2021-06-04,BHSI,Handysize,856.94
2021-06-04,BPI,Panamax,1499.61
2021-06-04,BSI,Supramax,1268.85
2021-06-07,BCI,Capesize,2442.06
2021-06-07,BHSI,Handysize,784.33
2021-06-07,BPI,Panamax,1729.74
2021-06-07,BSI,Supramax,1339.64
2021-06-08,BCI,Capesize,2307.23
2021-06-08,BHSI,Handysize,791.94
2021-06-08,BPI,Panamax,1409.96
2021-06-08,BSI,Supramax,1251.84
2021-06-09,BCI,Capesize,2351.54
2021-06-09,BHSI,Handysize,657.62
2021-06-09,BPI,Panamax,1615.72
2021-06-09,BSI,Supramax,1320.01
2021-06-10,BCI,Capesize,2514.27
2021-06-10,BHSI,Handysize,652.46
2021-06-10,BPI,Panamax,1610.5
2021-06-10,BSI,Supramax,1176.12
2021-06-11,BCI,Capesize,2370.04
2021-06-11,BHSI,Handysize,733.45
2021-06-11,BPI,Panamax,1495.15
2021-06-11,BSI,Supramax,1251.82
2021-06-14,BCI,Capesize,2367.07
2021-06-14,BHSI,Handysize,677.58
2021-06-14,BPI,Panamax,1599.96
2021-06-14,BSI,Supramax,1203.0
2021-06-15,BCI,Capesize,2461.64
2021-06-15,BHSI,Handysize,704.95
2021-06-15,BPI,Panamax,1689.53
2021-06-15,BSI,Supramax,1316.43
2021-06-16,BCI,Capesize,2292.73
2021-06-16,BHSI,Handysize,859.69
2021-06-16,BPI,Panamax,1395.54
2021-06-16,BSI,Supramax,1280.06
2021-06-17,BCI,Capesize,2244.33
2021-06-17,BHSI,Handysize,805.35
2021-06-17,BPI,Panamax,1651.76
2021-06-17,BSI,Supramax,1339.07
2021-06-18,BCI,Capesize,2162.61
2021-06-18,BHSI,Handysize,692.7
2021-06-18,BPI,Panamax,1347.98
2021-06-18,BSI,Supramax,1340.5
2021-06-21,BCI,Capesize,2003.37
2021-06-21,BHSI,Handysize,618.64
2021-06-21,BPI,Panamax,1465.7
2021-06-21,BSI,Supramax,1294.52
2021-06-22,BCI,Capesize,2596.75
2021-06-22,BHSI,Handysize,688.94
2021-06-22,BPI,Panamax,1718.55
2021-06-22,BSI,Supramax,1279.3
2021-06-23,BCI,Capesize,2110.6
2021-06-23,BHSI,Handysize,695.68
2021-06-23,BPI,Panamax,1491.28
2021-06-23,BSI,Supramax,1160.44
2021-06-24,BCI,Capesize,2283.91
2021-06-24,BHSI,Handysize,722.33
2021-06-24,BPI,Panamax,1469.92
2021-06-24,BSI,Supramax,1261.76
2021-06-25,BCI,Capesize,2304.72
2021-06-25,BHSI,Handysize,688.43
2021-06-25,BPI,Panamax,1576.02
2021-06-25,BSI,Supramax,1237.28
2021-06-28,BCI,Capesize,2325.36
2021-06-28,BHSI,Handysize,777.2
2021-06-28,BPI,Panamax,1740.29
2021-06-28,BSI,Supramax,1218.61
2021-06-29,BCI,Capesize,2352.95
2021-06-29,BHSI,Handysize,680.34
2021-06-29,BPI,Panamax,1361.2
2021-06-29,BSI,Supramax,1192.95
2021-06-30,BCI,Capesize,2386.63
2021-06-30,BHSI,Handysize,750.37
2021-06-30,BPI,Panamax,1448.95
2021-06-30,BSI,Supramax,1162.21
2021-07-01,BCI,Capesize,2124.49
2021-07-01,BHSI,Handysize,704.31
2021-07-01,BPI,Panamax,1639.62
2021-07-01,BSI,Supramax,1056.71
2021-07-02,BCI,Capesize,2175.4
2021-07-02,BHSI,Handysize,741.78
2021-07-02,BPI,Panamax,1667.23
2021-07-02,BSI,Supramax,1149.45
2021-07-05,BCI,Capesize,2213.9
2021-07-05,BHSI,Handysize,681.01
2021-07-05,BPI,Panamax,1474.66
2021-07-05,BSI,Supramax,1200.87
2021-07-06,BCI,Capesize,2039.09
2021-07-06,BHSI,Handysize,617.81
2021-07-06,BPI,Panamax,1307.77
2021-07-06,BSI,Supramax,1031.42
2021-07-07,BCI,Capesize,2340.01
2021-07-07,BHSI,Handysize,645.71
2021-07-07,BPI,Panamax,1634.21
2021-07-07,BSI,Supramax,1155.69
2021-07-08,BCI,Capesize,2170.28
2021-07-08,BHSI,Handysize,642.04
2021-07-08,BPI,Panamax,1580.34
2021-07-08,BSI,Supramax,1289.81
2021-07-09,BCI,Capesize,2245.09
2021-07-09,BHSI,Handysize,774.33
2021-07-09,BPI,Panamax,1523.98
2021-07-09,BSI,Supramax,1245.78
2021-07-12,BCI,Capesize,2217.81
2021-07-12,BHSI,Handysize,679.37
2021-07-12,BPI,Panamax,1378.35
2021-07-12,BSI,Supramax,1283.01
2021-07-13,BCI,Capesize,2323.35
2021-07-13,BHSI,Handysize,687.09
2021-07-13,BPI,Panamax,1468.84
2021-07-13,BSI,Supramax,1207.3
2021-07-14,BCI,Capesize,2203.96
2021-07-14,BHSI,Handysize,732.86
2021-07-14,BPI,Panamax,1471.28
2021-07-14,BSI,Supramax,1275.97
2021-07-15,BCI,Capesize,1989.22
2021-07-15,BHSI,Handysize,737.61
2021-07-15,BPI,Panamax,1510.34
2021-07-15,BSI,Supramax,1129.88
2021-07-16,BCI,Capesize,2216.57
2021-07-16,BHSI,Handysize,737.88
2021-07-16,BPI,Panamax,1604.52
2021-07-16,BSI,Supramax,1130.39
2021-07-19,BCI,Capesize,2127.65
2021-07-19,BHSI,Handysize,689.4
2021-07-19,BPI,Panamax,1590.17
2021-07-19,BSI,Supramax,1004.38
2021-07-20,BCI,Capesize,2047.39
2021-07-20,BHSI,Handysize,653.52
2021-07-20,BPI,Panamax,1351.31
2021-07-20,BSI,Supramax,1246.55
2021-07-21,BCI,Capesize,2229.83
2021-07-21,BHSI,Handysize,639.2
2021-07-21,BPI,Panamax,1588.98
2021-07-21,BSI,Supramax,1287.2
2021-07-22,BCI,Capesize,2335.87
2021-07-22,BHSI,Handysize,771.32
2021-07-22,BPI,Panamax,1502.67
2021-07-22,BSI,Supramax,1138.08
2021-07-23,BCI,Capesize,2161.87
2021-07-23,BHSI,Handysize,683.77
2021-07-23,BPI,Panamax,1533.9
2021-07-23,BSI,Supramax,1158.55
2021-07-26,BCI,Capesize,2193.73
2021-07-26,BHSI,Handysize,631.41
2021-07-26,BPI,Panamax,1598.33
2021-07-26,BSI,Supramax,1116.48
2021-07-27,BCI,Capesize,2339.78
2021-07-27,BHSI,Handysize,677.35
2021-07-27,BPI,Panamax,1334.68
2021-07-27,BSI,Supramax,1175.43
2021-07-28,BCI,Capesize,2109.05
2021-07-28,BHSI,Handysize,630.85
2021-07-28,BPI,Panamax,1414.61
2021-07-28,BSI,Supramax,1217.08
2021-07-29,BCI,Capesize,2494.18
2021-07-29,BHSI,Handysize,660.13
2021-07-29,BPI,Panamax,1405.0
2021-07-29,BSI,Supramax,1031.23
2021-07-30,BCI,Capesize,2208.57
2021-07-30,BHSI,Handysize,691.48
2021-07-30,BPI,Panamax,1311.28
2021-07-30,BSI,Supramax,1192.33
2021-08-02,BCI,Capesize,1877.75
2021-08-02,BHSI,Handysize,744.31
2021-08-02,BPI,Panamax,1479.98
2021-08-02,BSI,Supramax,1138.04
2021-08-03,BCI,Capesize,2183.45
2021-08-03,BHSI,Handysize,665.57
2021-08-03,BPI,Panamax,1644.98
2021-08-03,BSI,Supramax,1142.48
2021-08-04,BCI,Capesize,2173.04
2021-08-04,BHSI,Handysize,642.41
2021-08-04,BPI,Panamax,1280.04
2021-08-04,BSI,Supramax,1190.71
2021-08-05,BCI,Capesize,2346.29
2021-08-05,BHSI,Handysize,666.5
2021-08-05,BPI,Panamax,1472.25
2021-08-05,BSI,Supramax,1166.82
2021-08-06,BCI,Capesize,2220.55
2021-08-06,BHSI,Handysize,706.09
2021-08-06,BPI,Panamax,1507.37
2021-08-06,BSI,Supramax,1152.03
2021-08-09,BCI,Capesize,2146.84
2021-08-09,BHSI,Handysize,601.28
2021-08-09,BPI,Panamax,1486.18
2021-08-09,BSI,Supramax,1165.07
2021-08-10,BCI,Capesize,1999.31
2021-08-10,BHSI,Handysize,643.94
2021-08-10,BPI,Panamax,1467.73
2021-08-10,BSI,Supramax,1256.27
2021-08-11,BCI,Capesize,2093.14
2021-08-11,BHSI,Handysize,684.91
2021-08-11,BPI,Panamax,1329.84
2021-08-11,BSI,Supramax,1189.0
2021-08-12,BCI,Capesize,2041.29
2021-08-12,BHSI,Handysize,610.75
2021-08-12,BPI,Panamax,1492.04
2021-08-12,BSI,Supramax,1194.45
2021-08-13,BCI,Capesize,2040.78
2021-08-13,BHSI,Handysize,661.17
2021-08-13,BPI,Panamax,1378.27
2021-08-13,BSI,Supramax,1062.04
2021-08-16,BCI,Capesize,2212.82
2021-08-16,BHSI,Handysize,656.43
2021-08-16,BPI,Panamax,1254.41
2021-08-16,BSI,Supramax,1133.39
2021-08-17,BCI,Capesize,2418.43
2021-08-17,BHSI,Handysize,734.87
2021-08-17,BPI,Panamax,1593.8
2021-08-17,BSI,Supramax,1258.22
2021-08-18,BCI,Capesize,2157.38
2021-08-18,BHSI,Handysize,657.6
2021-08-18,BPI,Panamax,1519.42
2021-08-18,BSI,Supramax,1149.42
2021-08-19,BCI,Capesize,1947.5
2021-08-19,BHSI,Handysize,726.39
2021-08-19,BPI,Panamax,1445.97
2021-08-19,BSI,Supramax,1202.89
2021-08-20,BCI,Capesize,2223.44
2021-08-20,BHSI,Handysize,691.42
2021-08-20,BPI,Panamax,1491.61
2021-08-20,BSI,Supramax,1310.69
2021-08-23,BCI,Capesize,2328.04
